Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng
"Để đảm bảo an toàn trong công việc thực hiện theo Lệnh công tác, Nhân viên đơn vị công tác thực hiện các việc nào dưới đây là đúng nhất?","Chỉ được làm trong phạm vi cho phép.","Không được tự ý mở rộng phạm vi làm việc.","Không được vào các vùng cấm hoặc các vùng có nguy cơ xảy ra tai nạn đã được cảnh báo trước đó.","Chỉ được làm trong phạm vi cho phép. Không được tự ý mở rộng phạm vi làm việc. Không được vào các vùng cấm hoặc các vùng có nguy cơ xảy ra tai nạn đã được cảnh báo trước đó.","D"
"Để đảm bảo an toàn trong công việc thực hiện theo Lệnh công tác, Nhân viên đơn vị công tác thực hiện các việc nào dưới đây là không đúng?","Chỉ được làm trong phạm vi cho phép.","Tự ý mở rộng phạm vi làm việc khi thấy đảm bảo an toàn.","Không được vào các vùng cấm hoặc các vùng có nguy cơ xảy ra tai nạn đã được cảnh báo trước đó.","Chỉ làm những công việc được Người chỉ huy trực tiếp giao.","B"
"Người cấp phiếu công tác là người nào sau đây?","Người của đơn vị điều độ được giao nhiệm vụ.","Người của đơn vị công tác tại các thiết bị điện, đường dây dẫn điện được giao nhiệm vụ.","Người của đơn vị quản lý vận hành được giao nhiệm vụ.","Người của đơn vị thao tác được giao nhiệm vụ.","C"
"Các mối nguy khi làm việc với thiết bị nâng?","Vật nặng rơi, va đập trong quá trình nâng.","Vật nặng rơi, va đập trong quá trình di chuyển.","Đổ, lật, nghiêng thiết bị nâng.","Vật nặng rơi, va đập trong quá trình nâng hoặc di chuyển. Đổ, lật, nghiêng thiết bị nâng.","D"
"Yêu cầu đối với chiều rộng chân thang là?","Chiều rộng chân thang ít nhất là 45 cm.","Chiều rộng chân thang ít nhất là 50 cm.","Chiều rộng chân thang ít nhất là 55 cm.","D. Chiều rộng chân thang ít nhất là 60 cm.","B"
"Các bước cơ bản để cứu người bị tai nạn điện, bao gồm?","Tách nạn nhân ra khỏi mạch điện.","Hô hấp nhân tạo","Sơ cấp cứu","Tách nạn nhân ra khỏi mạch điện. Cứu chữa nạn nhân tại chỗ. Đưa nạn nhân đến cơ sở y tế gần nhất để cấp cứu.","D"
"Khi cứu nạn nhân bị điện giật đang chạm vào mạch điện hạ áp thì người cứu nạn nhân phải thực hiện nội dung nào?","Đứng trên bàn để dùng tay kéo nạn nhân tách ra khỏi mạch điện.","Dùng gậy gỗ, tre khô gạt dây điện hoặc đẩy nạn nhân để tách ra, hoặc dùng tay không để nắm vào áo, quần khô của nạn nhân kéo ra.","Dùng kìm cách điện, búa, rìu cán bằng sắt... để cắt, chặt đứt dây điện đang gây ra tai nạn.","Đứng trên bàn, ghế hoặc tấm gỗ khô, đi dép hoặc ủng cao su (cách điện), đeo găng cao su (cách điện) để dùng tay kéo nạn nhân tách ra khỏi mạch điện hoặc dùng gậy gỗ, tre khô gạt dây điện hoặc đẩy nạn nhân để tách ra, hoặc dùng tay khô hay có bọc lót ni lon, bìa giấy khô…. để nắm vào áo, quần khô của nạn nhân kéo ra hoặc dùng kìm cách điện, búa, rìu cán bằng gỗ... để cắt, chặt đứt dây điện đang gây ra tai nạn.","D"
"Khi cứu nạn nhân bị điện giật đang chạm vào mạch điện cao áp thì người cứu nạn nhân phải thực hiện nội dung nào?","Mang ủng, găng tay cách điện và dùng sào cách điện để gạt hoặc đẩy nạn nhân ra khỏi mạch điện.","Dùng gậy gỗ, tre khô gạt dây điện hoặc đẩy nạn nhân để tách ra, hoặc dùng tay khô hay có bọc lót ni lon, bìa giấy khô để nắm vào áo, quần khô của nạn nhân kéo ra.","Dùng sợi dây kim loại tiếp đất một đầu và ném đầu kia vào cả 3 pha làm ngắn mạch để đường dây bị cắt điện rồi tách nạn nhân ra khỏi mạch điện.","Dùng kìm cách điện, búa, rìu cán bằng sắt... để cắt, chặt đứt dây điện đang gây ra tai nạn.","A"
"Nạn nhân bị điện giật sau khi tách ra khỏi mạch điện có thể xảy ra những tình trạng gì?","Có thể xảy ra 02 tình trạng: Mất tri giác và tắt thở.","Có thể xảy ra 03 tình trạng: Chưa mất tri giác; Mất tri giác và tắt thở.","Có thể xảy ra 04 tình trạng: Chưa mất tri giác; Mất tri giác; Tắt thở; Bỏng.","Có thể xảy ra 05 tình trạng: Chưa mất tri giác; Mất tri giác; Tắt thở; Gãy tay hoặc gãy chân.","B"
"Nạn nhân bị điện giật có biểu hiện như thế nào thì được đánh giá là ở tình trạng ""Chưa mất tri giác""?","Nạn nhân chỉ bị hôn mê trong giây lát, tim còn đập, thở yếu. Sau khi tỉnh lại nhận biết được sự vật, sự việc xung quanh.","Nạn nhân bị hôn mê, không nhận biết được sự vật, sự việc xung quanh, vẫn còn thở nhẹ, tim đập yếu.","Nạn nhân bị hôn mê, không còn thở, tim ngừng đập, toàn thân co giật giống như chết.","Nạn nhân bị hôn mê, không nhận biết được sự vật, sự việc xung quanh, không còn thở, tim đập yếu.","A"
"Nạn nhân bị điện giật có biểu hiện như thế nào thì được đánh giá là ở tình trạng ""Mất tri giác""?","Nạn nhân chỉ bị hôn mê trong giây lát, tim còn đập, thở yếu. Sau khi tỉnh lại nhận biết được sự vật, sự việc xung quanh.","Nạn nhân bị hôn mê, không nhận biết được sự vật, sự việc xung quanh, vẫn còn thở nhẹ, tim đập yếu.","Nạn nhân bị hôn mê, không còn thở, tim ngừng đập, toàn thân co giật giống như chết.","Nạn nhân bị hôn mê, không nhận biết được sự vật, sự việc xung quanh, không còn thở, tim đập yếu.","B"
"Nạn nhân bị điện giật có biểu hiện như thế nào thì được đánh giá là ở tình trạng ""Tắt thở""?","Nạn nhân chỉ bị hôn mê trong giây lát, tim còn đập, thở yếu. Sau khi tỉnh lại nhận biết được sự vật, sự việc xung quanh.","Nạn nhân bị hôn mê, không nhận biết được sự vật, sự việc xung quanh, vẫn còn thở nhẹ, tim đập yếu.","Nạn nhân bị hôn mê, không còn thở, tim ngừng đập, toàn thân co giật giống như chết.","Nạn nhân bị hôn mê, không nhận biết được sự vật, sự việc xung quanh, không còn thở, tim đập yếu.","C"
"Phương pháp ""Cấp cứu hồi sinh tổng hợp"" được áp dụng để cứu người bị điện giật trong tình trạng nào?","Chưa mất tri giác","Mất tri giác","Hôn mê","Tắt thở","D"
"Biện pháp Cứu chữa nạn nhân như thế nào là đúng sau khi đã tách ra khỏi mạch điện mà nạn nhân chưa mất tri giác (chỉ bị hôn mê trong giây lát, tim còn đập, thở yếu)?","Để nạn nhân nằm tại chỗ, không được xê dịch","Moi rớt rãi trong mồm, đặt nạn nhân về tư thế nằm nghiêng, ma sát toàn thân cho nóng lên.","Gọi cấp cứu 115","Để nạn nhân ra chỗ thoáng khí, yên tĩnh chăm sóc cho hồi tỉnh. Moi rớt rãi trong mồm, đặt nạn nhân về tư thế nằm nghiêng, ma sát toàn thân cho nóng lên. Mời y, bác sỹ để chăm sóc hoặc nhẹ nhàng đưa đến cơ quan y tế gần nhất để theo dõi chăm sóc.","D"
"Biện pháp Cứu chữa nạn nhân như thế nào là đúng khi tách nạn nhân khỏi mạch điện mà nạn nhân đã mất tri giác (vẫn còn thở nhẹ, tim đập yếu)?","Đặt nạn nhân nơi thoáng khí, yên tĩnh (trời rét phải đặt ở nơi kín gió).","Đặt nạn nhân nơi thoáng khí, yên tĩnh (trời rét phải đặt ở nơi kín gió). Nới rộng quần, áo, thắt lưng, moi rớt rãi trong mồm, đặt nạn nhân về tư thế nằm nghiêng, ma sát toàn thân cho nóng lên và mời y, bác sỹ đến để chăm sóc.","Đưa nạn nhân đến cơ quan y tế gần nhất để cứu chữa.","Gọi cấp cứu 115","B"
"Biện pháp Cứu chữa nạn nhân như thế nào là đúng khi tách nạn nhân khỏi mạch điện mà nạn nhân đã tắt thở (tim ngừng đập, toàn thân co giật giống như chết)?","Đưa nạn nhân ra chỗ thoáng khí, nới rộng quần, áo, thắt lưng, moi rớt rãi trong mồm và kéo lưỡi (nếu lưỡi thụt vào).","Gọi 115","Thực hiện hô hấp nhân tạo, mát xa toàn thân","Đưa nạn nhân ra chỗ thoáng khí, nới rộng quần, áo, thắt lưng, moi rớt rãi trong mồm và kéo lưỡi (nếu lưỡi thụt vào). Tiến hành làm hô hấp nhân tạo, hà hơi thổi ngạt ngay, phải làm liên tục, kiên trì cho đến khi có ý kiến của y, bác sỹ quyết định mới thôi.","D"
"Những phương pháp nào sau đây dùng để cứu nạn nhân bị điện giật sau khi tách nạn nhân ra khỏi mạch điện là?","Phương pháp hô hấp nhân tạo.","Đặt nạn nhân nằm ngửa, nghỉ ngơi và gọi xe cấp cứu.","Phương pháp hồi sinh tổng hợp.","Phương pháp ép tim ngoài lồng ngực","C"
"Sơ cấp cứu theo phương pháp hồi sinh tổng hợp trong trường hợp 2 người thực hiện cấp cứu, việc làm nào sau đây đúng?","Người thứ nhất ép tim 30 lần, người thứ 2 thông đường thở và thổi ngạt 2 lần, sau đó người thứ nhất ép tim 30 lần và người thứ 2 thổi ngạt 2 lần.","Người thứ nhất ép tim 25 lần, người thứ 2 thông đường thở và thổi ngạt 3 lần, sau đó người thứ nhất ép tim 35 lần và người thứ 2 thổi ngạt 3 lần.","Người thứ nhất ép tim 30 lần, người thứ 2 thông đường thở và thổi ngạt 4 lần, sau đó người thứ nhất ép tim 40 lần và người thứ 2 thổi ngạt 4 lần.","Người thứ nhất ép tim 20 lần, người thứ 2 thông đường thở và thổi ngạt 2 lần, sau đó người thứ nhất ép tim 20 lần và người thứ 2 thổi ngạt 2 lần.","A"
"Thời gian của mỗi nhịp thổi ngạt là bao nhiêu?","Thổi ngạt 2 lần liên tục, thời gian của mỗi nhịp thổi ngạt là 1 đến 1,5 giây, khi thổi ngạt nhìn thấy lồng ngực của hình nhân nhô lên mới đạt hiệu quả.","Thổi ngạt 2 lần liên tục, thời gian của mỗi nhịp thổi ngạt là 1,3 đến 1,8 giây, khi thổi ngạt nhìn thấy lồng ngực của hình nhân nhô lên mới đạt hiệu quả.","Thổi ngạt 2 lần liên tục, thời gian của mỗi nhịp thổi ngạt là 1,4 đến 2 giây, khi thổi ngạt nhìn thấy lồng ngực của hình nhân nhô lên mới đạt hiệu quả.","Thổi ngạt 2 lần liên tục, thời gian của mỗi nhịp thổi ngạt là 1,2 đến 1,7 giây, khi thổi ngạt nhìn thấy lồng ngực của hình nhân nhô lên mới đạt hiệu quả. Trước mỗi lần thổi phải hít mạnh hơi vào để lượng khí thổi ra đạt 0,8-1,2 lít.","A"
"Khi nào thì một thiết bị, đường dây điện đã cắt điện được coi như đang có điện?","Khi đã treo biển báo 'Đã nối đất' và 'Làm việc tại đây'.","Thiết bị, đường dây điện chưa được nối đất.","Sau khi đã kiểm tra không còn điện bằng thiết bị thử chuyên dùng.","Nếu thời gian cắt điện vượt quá $1$ giờ.","B"
"Các biện pháp cần áp dụng ngay để cứu chữa nạn nhân sau khi tách người bị điện giật ra khỏi mạch điện (nạn nhân đã tắt thở, tim ngừng đập)?","Đưa nạn nhân ra chỗ thoáng khí.","Nới rộng quần, áo, thắt lưng, moi rớt rãi trong mồm và kéo lưỡi (nếu lưỡi thụt vào).","Thực hiện phương pháp hồi sinh tổng hợp liên tục đến khi nạn nhân tỉnh hoặc có ý kiến của y, bác sĩ.","Cả 3 đáp án là đúng","D"
"Các biện pháp cần áp dụng ngay để cứu chữa nạn nhân sau khi tách người bị điện giật ra khỏi mạch điện (nạn nhân mất tri giác)?","Nhanh chóng đưa đến cơ quan Y tế tốt nhất để theo dõi chăm sóc.","Đưa nạn nhân ra chỗ thoáng khí, yên tĩnh và để nằm im đến khi hồi tỉnh.","Đưa nạn nhân ra chỗ thoáng khí, yên tĩnh chăm sóc cho hồi tỉnh, sau đó mời y bác sỹ hoặc nhẹ nhàng đưa nạn nhân đến cơ sở gần nhất để theo dõi chăm sóc.","Đưa nạn nhân ra chỗ thoáng khí, nới rộng quần, áo, thắt lưng, moi rớt rãi trong mồm; đặt nạn nhân nằm nghiêng, ma sát toàn thân cho nóng lên và mời y, bác sỹ đến để chăm sóc.","D"
